Operation, Gas, Fee (weis), Latency (ms), Blockchain
Transfer, 46070, 46070506770, 13128.0426, holesky
Transfer, 46070, 46070460700, 12759.972895, holesky
Transfer, 46070, 46070460700, 10516.763549, holesky
Transfer, 46070, 46070460700, 12011.416119, holesky
Transfer, 46070, 46070460700, 12503.621689, holesky
Transfer, 46070, 46070460700, 12450.392536, holesky
Transfer, 46070, 46070460700, 12053.02836, holesky
Transfer, 46070, 46070460700, 11765.051, holesky
Transfer, 46070, 46070506770, 11281.151859, holesky
Transfer, 46070, 46070506770, 13379.491895, holesky
Transfer, 46070, 46070506770, 11841.741671, holesky
Transfer, 46070, 46070506770, 27747.314124, holesky
Transfer, 46070, 46070506770, 20290.434268, holesky
Transfer, 46070, 46070506770, 11290.947611, holesky
Transfer, 46070, 46070506770, 12063.917187, holesky
Transfer, 46070, 46070506770, 11931.702154999999, holesky
Transfer, 46070, 46070506770, 11762.857776, holesky
Transfer, 46070, 46070506770, 12891.593194000001, holesky
Transfer, 46070, 46070506770, 23022.600115, holesky
Transfer, 46070, 46070506770, 37193.722612, holesky
Transfer, 46070, 46070552840, 10438.664209, holesky
