Operation, Gas, Fee (weis), Latency (ms), Blockchain
batchTransfer,635362,635362004447534,175.272242, hardhat
batchTransfer,635362,635362004447534,109.18321, hardhat
batchTransfer,635362,635362004447534,182.734501, hardhat
batchTransfer,635362,635362004447534,143.810737, hardhat
batchTransfer,635362,635362004447534,145.710742, hardhat
batchTransfer,635362,635362004447534,173.25766, hardhat
batchTransfer,635362,635362004447534,155.259568, hardhat
batchTransfer,635362,635362004447534,143.755717, hardhat
batchTransfer,635362,635362004447534,177.983722, hardhat
batchTransfer,635362,635362004447534,135.250665, hardhat
batchTransfer,635362,635362004447534,146.628486, hardhat
batchTransfer,635362,635362004447534,178.735219, hardhat
batchTransfer,635362,635362004447534,157.352841, hardhat
batchTransfer,635362,635362004447534,142.547443, hardhat
batchTransfer,635362,635362004447534,137.837301, hardhat
batchTransfer,635362,635362004447534,128.618106, hardhat
batchTransfer,635362,635362004447534,90.535632, hardhat
batchTransfer,635362,635362004447534,155.712157, hardhat
batchTransfer,635362,635362004447534,120.501544, hardhat
batchTransfer,635362,635362004447534,100.819198, hardhat
batchTransfer,635362,635362004447534,133.907144, hardhat
batchTransfer,635362,635362004447534,124.819843, hardhat
batchTransfer,635362,635362004447534,137.677129, hardhat
batchTransfer,635362,635362004447534,126.789809, hardhat
batchTransfer,635362,635362004447534,136.122187, hardhat
batchTransfer,635362,635362004447534,82.906918, hardhat
batchTransfer,635362,635362004447534,102.519022, hardhat
batchTransfer,635362,635362004447534,141.90396, hardhat
batchTransfer,635362,635362004447534,134.609556, hardhat
batchTransfer,635362,635362004447534,94.897849, hardhat
batchTransfer,635362,635362004447534,97.910542, hardhat
batchTransfer,635362,635362004447534,129.338323, hardhat
batchTransfer,635362,635362004447534,131.23693, hardhat
batchTransfer,635362,635362004447534,158.662917, hardhat
batchTransfer,635362,635362004447534,128.909194, hardhat
batchTransfer,635362,635362004447534,150.995102, hardhat
batchTransfer,635362,635362004447534,96.923254, hardhat
batchTransfer,635362,635362004447534,117.543941, hardhat
batchTransfer,635362,635362004447534,139.202048, hardhat
batchTransfer,635362,635362004447534,132.897514, hardhat
batchTransfer,635362,635362004447534,126.522459, hardhat
batchTransfer,635362,635362004447534,151.257984, hardhat
batchTransfer,635362,635362004447534,149.167015, hardhat
batchTransfer,635362,635362004447534,103.976144, hardhat
batchTransfer,635362,635362004447534,149.698712, hardhat
batchTransfer,635362,635362004447534,135.019693, hardhat
batchTransfer,635362,635362004447534,139.164763, hardhat
batchTransfer,635362,635362004447534,153.507239, hardhat
batchTransfer,635362,635362004447534,136.793877, hardhat
batchTransfer,635362,635362004447534,100.667544, hardhat
batchTransfer,635362,635362004447534,164.499152, hardhat
batchTransfer,635362,635362004447534,162.804705, hardhat
batchTransfer,635362,635362004447534,147.407144, hardhat
batchTransfer,635362,635362004447534,178.5777, hardhat
batchTransfer,635362,635362004447534,139.03217, hardhat
batchTransfer,635362,635362004447534,124.367254, hardhat
batchTransfer,635362,635362004447534,144.635968, hardhat
batchTransfer,635362,635362004447534,124.627483, hardhat
batchTransfer,635362,635362004447534,138.742896, hardhat
batchTransfer,635362,635362004447534,150.688373, hardhat
batchTransfer,635362,635362004447534,113.290157, hardhat
batchTransfer,635362,635362004447534,145.625209, hardhat
batchTransfer,635362,635362004447534,134.911119, hardhat
batchTransfer,635362,635362004447534,111.367462, hardhat
batchTransfer,635362,635362004447534,95.837867, hardhat
batchTransfer,635362,635362004447534,132.008048, hardhat
batchTransfer,635362,635362004447534,115.924134, hardhat
batchTransfer,635362,635362004447534,104.748448, hardhat
